id,payment_id,payment_type,payment_date,payment_status,amount
478,PAY-859317,Debit Card,2024-05-15,Pending,1637
479,PAY-840068,Apple Pay,2024-05-18,Failed,821
480,PAY-715669,Credit Card,2024-11-09,Pending,1742
481,PAY-864029,Apple Pay,2024-12-22,Pending,268
482,PAY-531778,Credit Card,2024-03-18,Failed,1955
483,PAY-404442,Apple Pay,2024-09-12,Refunded,1279
484,PAY-997044,PayPal,2024-07-28,Completed,1755
485,PAY-434758,Debit Card,2024-01-30,Completed,830
486,PAY-514017,Apple Pay,2024-08-22,Refunded,88
487,PAY-577994,PayPal,2024-03-09,Refunded,311
488,PAY-157031,Debit Card,2024-11-28,Refunded,728
489,PAY-905615,Credit Card,2024-11-21,Failed,1037
490,PAY-649749,PayPal,2024-03-28,Completed,38
491,PAY-181433,Bank Transfer,2024-08-25,Completed,1155
492,PAY-819198,Bank Transfer,2024-08-03,Pending,641
493,PAY-941552,PayPal,2024-01-30,Pending,1519
494,PAY-465705,Credit Card,2024-02-03,Refunded,286
495,PAY-351225,Apple Pay,2024-07-11,Refunded,219
496,PAY-341683,Credit Card,2024-03-02,Pending,1032
497,PAY-478771,PayPal,2024-09-09,Refunded,822
498,PAY-198397,PayPal,2024-05-16,Refunded,1564
499,PAY-826844,Credit Card,2024-02-24,Refunded,1853
500,PAY-585491,Apple Pay,2024-02-03,Refunded,366
501,PAY-988606,Apple Pay,2024-11-02,Pending,447
502,PAY-940726,Credit Card,2024-07-13,Pending,486
503,PAY-636440,Apple Pay,2024-05-13,Completed,845
504,PAY-455678,Bank Transfer,2024-07-30,Completed,1373
505,PAY-274769,Credit Card,2024-08-19,Refunded,1126
506,PAY-970876,Credit Card,2024-07-11,Pending,150
507,PAY-303166,PayPal,2024-05-23,Refunded,57
508,PAY-692282,PayPal,2024-01-03,Failed,1674
509,PAY-831731,PayPal,2024-08-14,Completed,364
510,PAY-758707,Bank Transfer,2024-12-05,Pending,570
511,PAY-183613,Credit Card,2024-11-18,Pending,1680
512,PAY-220832,Debit Card,2024-11-08,Completed,1233
513,PAY-299410,Apple Pay,2024-08-23,Failed,428
514,PAY-182054,Apple Pay,2024-07-01,Pending,196
515,PAY-563506,Bank Transfer,2024-12-31,Refunded,191
516,PAY-250382,Credit Card,2024-12-17,Refunded,143
517,PAY-917207,Credit Card,2024-08-13,Completed,1202
518,PAY-110871,Credit Card,2024-08-03,Completed,539
519,PAY-454351,Debit Card,2024-08-06,Pending,578
520,PAY-786969,PayPal,2024-09-18,Refunded,832
521,PAY-278490,Apple Pay,2024-09-01,Pending,1771
522,PAY-892508,Bank Transfer,2024-03-02,Refunded,846
523,PAY-137838,Apple Pay,2024-04-23,Completed,1273
524,PAY-861336,Apple Pay,2024-06-28,Failed,1196
525,PAY-559246,PayPal,2024-09-27,Completed,965
526,PAY-814338,Credit Card,2024-02-13,Pending,205
527,PAY-962731,Credit Card,2024-05-16,Completed,1891
528,PAY-608896,Credit Card,2024-12-13,Pending,1143
529,PAY-988253,PayPal,2024-07-05,Completed,1621
530,PAY-978618,Apple Pay,2024-03-27,Failed,1995
531,PAY-860056,Debit Card,2024-11-03,Refunded,1479
532,PAY-215328,Credit Card,2024-06-10,Completed,276
533,PAY-269631,Bank Transfer,2024-12-16,Failed,663
534,PAY-695059,Apple Pay,2024-05-08,Completed,1382
535,PAY-464167,PayPal,2024-09-07,Failed,1211
536,PAY-602359,PayPal,2024-05-31,Pending,834
537,PAY-694678,Credit Card,2024-06-20,Failed,395
538,PAY-177376,Debit Card,2024-02-04,Pending,1005
539,PAY-986122,PayPal,2024-03-31,Completed,78
540,PAY-231405,Debit Card,2024-03-03,Pending,1706
541,PAY-706280,Credit Card,2024-12-16,Pending,1521
542,PAY-880132,Apple Pay,2024-06-01,Completed,1503
543,PAY-723341,Apple Pay,2024-08-22,Pending,649
544,PAY-308031,Debit Card,2024-06-06,Refunded,1076
545,PAY-475885,Apple Pay,2024-06-03,Refunded,1774
546,PAY-330180,Debit Card,2024-08-13,Refunded,1000
547,PAY-691993,Bank Transfer,2024-03-07,Failed,410
548,PAY-406280,Debit Card,2024-07-18,Refunded,1733
549,PAY-847332,Apple Pay,2024-06-26,Failed,1517
550,PAY-496653,Apple Pay,2024-04-26,Failed,732
551,PAY-894269,Credit Card,2024-08-29,Failed,770
552,PAY-143870,Bank Transfer,2024-11-02,Pending,1091
553,PAY-466157,Debit Card,2024-03-25,Refunded,1178
554,PAY-843079,Bank Transfer,2024-04-09,Failed,1822
555,PAY-799614,Credit Card,2024-06-23,Completed,1260
556,PAY-918079,Bank Transfer,2024-07-29,Pending,738
557,PAY-997802,Apple Pay,2024-11-11,Completed,155
558,PAY-705763,Credit Card,2024-11-09,Completed,1483
559,PAY-176909,Credit Card,2024-05-22,Failed,560
560,PAY-389378,PayPal,2024-11-11,Completed,1354
561,PAY-892398,Debit Card,2024-05-11,Pending,935
562,PAY-687012,Apple Pay,2024-12-17,Refunded,1011
563,PAY-715496,Bank Transfer,2024-12-21,Completed,1768
564,PAY-773752,Apple Pay,2024-09-15,Failed,1488
565,PAY-930341,Apple Pay,2024-04-12,Completed,1274
566,PAY-390507,Apple Pay,2024-06-18,Pending,1676
567,PAY-972805,Bank Transfer,2024-08-19,Completed,838
568,PAY-371477,Bank Transfer,2024-11-10,Failed,972
569,PAY-989188,Bank Transfer,2024-06-16,Pending,1276
570,PAY-178784,Debit Card,2024-01-07,Refunded,1728
571,PAY-795651,Debit Card,2024-04-06,Completed,1183
572,PAY-737254,PayPal,2024-03-22,Completed,1645
573,PAY-593952,Credit Card,2024-09-13,Completed,1237
574,PAY-669273,Bank Transfer,2024-11-17,Completed,956
575,PAY-207239,Debit Card,2024-03-20,Refunded,131
576,PAY-253485,Bank Transfer,2024-12-16,Failed,11
577,PAY-590716,Apple Pay,2024-08-22,Failed,1664
578,PAY-459388,Apple Pay,2024-11-15,Completed,130
579,PAY-907327,Apple Pay,2024-02-27,Pending,329
580,PAY-321182,PayPal,2024-05-13,Failed,794
581,PAY-732197,Bank Transfer,2024-09-19,Failed,1353
582,PAY-604277,PayPal,2024-06-28,Refunded,474
583,PAY-653839,PayPal,2024-03-25,Failed,418
584,PAY-789322,PayPal,2024-11-16,Pending,696
585,PAY-204410,Credit Card,2024-07-15,Pending,1668
586,PAY-416283,PayPal,2024-02-05,Failed,770
587,PAY-354545,Debit Card,2024-11-05,Completed,843
588,PAY-386434,Apple Pay,2024-10-23,Failed,397
589,PAY-975621,PayPal,2024-07-21,Failed,250
590,PAY-640846,Debit Card,2024-05-07,Completed,1924
591,PAY-632789,Credit Card,2024-04-06,Refunded,1124
592,PAY-895758,PayPal,2024-12-04,Completed,1873
593,PAY-524787,PayPal,2024-08-21,Pending,1933
594,PAY-375469,Bank Transfer,2024-10-13,Refunded,1074
595,PAY-548305,PayPal,2024-06-11,Refunded,1740
596,PAY-330585,Bank Transfer,2024-09-09,Completed,1954
597,PAY-178430,Apple Pay,2024-03-30,Refunded,1081
598,PAY-796211,PayPal,2024-09-13,Failed,1600
599,PAY-877262,Credit Card,2024-06-27,Failed,687
600,PAY-370853,Credit Card,2024-08-23,Refunded,338
601,PAY-504979,Bank Transfer,2024-08-15,Pending,1790
602,PAY-487913,Debit Card,2024-05-20,Pending,577
603,PAY-708336,Bank Transfer,2024-12-08,Pending,465
604,PAY-507610,Credit Card,2024-12-06,Failed,318
605,PAY-540039,Credit Card,2024-08-10,Failed,291
606,PAY-441947,Debit Card,2024-10-29,Completed,883
607,PAY-721050,Debit Card,2024-07-04,Completed,1967
608,PAY-989858,PayPal,2024-03-08,Pending,1030
609,PAY-747772,Bank Transfer,2024-08-17,Completed,1583
610,PAY-626257,Apple Pay,2024-09-17,Refunded,875
611,PAY-349681,Credit Card,2024-01-26,Refunded,302
612,PAY-864241,Credit Card,2024-11-21,Completed,790
613,PAY-900445,Debit Card,2024-07-02,Failed,242
614,PAY-397019,PayPal,2024-07-26,Refunded,725
615,PAY-565654,Debit Card,2024-06-30,Refunded,1458
616,PAY-893956,Apple Pay,2024-10-09,Refunded,852
617,PAY-782107,Apple Pay,2024-01-27,Failed,490
618,PAY-688616,Bank Transfer,2024-03-16,Refunded,488
619,PAY-105083,Apple Pay,2024-01-17,Failed,1879
620,PAY-710714,Apple Pay,2024-10-16,Refunded,643
621,PAY-356265,PayPal,2024-01-15,Failed,887
622,PAY-717684,PayPal,2024-04-16,Pending,1657
623,PAY-878227,Debit Card,2024-02-25,Pending,1062
624,PAY-139605,Debit Card,2024-08-21,Completed,666
625,PAY-663683,Debit Card,2024-10-13,Refunded,1703
626,PAY-543288,Debit Card,2024-03-16,Completed,325
627,PAY-178710,Credit Card,2024-08-18,Completed,783
628,PAY-666670,Debit Card,2024-04-04,Failed,333
629,PAY-455972,Credit Card,2024-12-27,Pending,1658
630,PAY-541212,Credit Card,2024-12-05,Refunded,459
631,PAY-618482,Debit Card,2024-02-15,Pending,1417
632,PAY-963484,PayPal,2024-05-31,Refunded,1135
633,PAY-970528,Credit Card,2024-09-16,Failed,487
634,PAY-581180,Bank Transfer,2024-03-19,Refunded,1938
635,PAY-565479,Debit Card,2024-09-23,Failed,518
636,PAY-860600,Credit Card,2024-05-03,Pending,1764
637,PAY-124590,Apple Pay,2024-06-30,Refunded,333
638,PAY-437047,PayPal,2024-03-28,Pending,32
639,PAY-922983,Apple Pay,2024-11-12,Failed,688
640,PAY-165634,Bank Transfer,2024-01-24,Pending,459
641,PAY-724846,Debit Card,2024-06-08,Completed,1422
642,PAY-808702,Apple Pay,2024-08-18,Completed,1018
643,PAY-594509,Apple Pay,2024-05-15,Pending,1080
644,PAY-355320,Bank Transfer,2024-04-03,Refunded,1144
645,PAY-388084,Credit Card,2024-05-14,Pending,1194
646,PAY-526598,Debit Card,2024-02-20,Pending,648
647,PAY-994079,Bank Transfer,2024-03-31,Pending,399
648,PAY-727967,PayPal,2024-10-31,Completed,381
649,PAY-162005,PayPal,2024-09-19,Refunded,1290
650,PAY-116970,PayPal,2024-09-25,Completed,41
651,PAY-451669,Credit Card,2024-10-21,Pending,1213
652,PAY-524961,Credit Card,2024-05-02,Completed,789
653,PAY-565605,Bank Transfer,2024-02-06,Pending,1675
654,PAY-653827,PayPal,2024-05-24,Completed,395
655,PAY-727697,Apple Pay,2024-10-28,Pending,1805
656,PAY-689439,Debit Card,2024-01-13,Pending,878
657,PAY-633930,Debit Card,2024-10-31,Refunded,1421
658,PAY-637371,PayPal,2024-02-12,Pending,226
659,PAY-997835,Apple Pay,2024-03-14,Pending,531
660,PAY-189061,Bank Transfer,2024-04-01,Refunded,1994
661,PAY-472795,Apple Pay,2024-10-07,Pending,1664
662,PAY-677485,Debit Card,2024-05-27,Pending,736
663,PAY-275942,Apple Pay,2024-08-21,Failed,775
664,PAY-914718,Debit Card,2024-12-21,Failed,500
665,PAY-259449,Apple Pay,2024-05-30,Pending,1512
666,PAY-834584,Credit Card,2024-06-18,Completed,987
667,PAY-894390,Debit Card,2024-10-22,Refunded,1825
668,PAY-230588,Debit Card,2024-09-11,Refunded,253
669,PAY-692577,Apple Pay,2024-08-28,Failed,133
670,PAY-857352,PayPal,2024-02-08,Failed,593
671,PAY-244063,Apple Pay,2024-12-29,Completed,743
672,PAY-652262,Bank Transfer,2024-01-30,Failed,1225
673,PAY-472610,Apple Pay,2024-01-11,Pending,1731
674,PAY-939598,Debit Card,2024-02-07,Refunded,1379
675,PAY-185735,Bank Transfer,2024-08-28,Pending,107
676,PAY-614242,Debit Card,2024-10-25,Completed,1850
677,PAY-942854,Credit Card,2024-08-17,Completed,593
678,PAY-879622,Credit Card,2024-05-06,Failed,1280
679,PAY-710891,Apple Pay,2024-01-26,Pending,986
680,PAY-616619,Credit Card,2024-01-14,Refunded,1323
681,PAY-121703,Apple Pay,2024-09-13,Pending,1394
682,PAY-470133,Credit Card,2024-05-04,Failed,1980
683,PAY-400304,Apple Pay,2024-09-28,Failed,1319
684,PAY-143924,Bank Transfer,2024-10-20,Refunded,1793
685,PAY-755526,Debit Card,2024-01-30,Pending,1536
686,PAY-399601,PayPal,2024-03-04,Failed,1487
687,PAY-884036,Debit Card,2024-04-23,Completed,25
688,PAY-356955,Debit Card,2024-11-08,Completed,1445
689,PAY-276378,PayPal,2024-06-26,Pending,249
690,PAY-411330,Credit Card,2024-01-17,Refunded,832
691,PAY-459598,PayPal,2024-11-20,Failed,1299
692,PAY-476935,Bank Transfer,2024-08-26,Completed,759
693,PAY-927036,Apple Pay,2024-09-05,Refunded,174
694,PAY-920567,PayPal,2024-07-20,Refunded,1771
695,PAY-295728,Apple Pay,2024-07-13,Pending,1973
696,PAY-729636,PayPal,2024-03-21,Refunded,680
697,PAY-941707,PayPal,2024-12-14,Completed,1416
698,PAY-770146,Debit Card,2024-03-31,Pending,905
699,PAY-120986,Apple Pay,2024-05-28,Completed,588
700,PAY-695491,Debit Card,2024-07-08,Pending,1023
701,PAY-884450,PayPal,2024-11-09,Failed,1868
702,PAY-614628,Apple Pay,2024-11-08,Completed,580
703,PAY-966311,Bank Transfer,2024-11-29,Pending,1527
704,PAY-344790,Bank Transfer,2024-10-20,Pending,719
705,PAY-861268,Apple Pay,2024-08-14,Pending,456
706,PAY-833470,Debit Card,2024-01-21,Completed,272
707,PAY-393550,PayPal,2024-10-06,Refunded,243
708,PAY-964281,Debit Card,2024-06-28,Refunded,1354
709,PAY-884223,Credit Card,2024-12-10,Pending,1996
710,PAY-772678,Bank Transfer,2024-12-15,Completed,745
711,PAY-172330,Debit Card,2024-10-03,Completed,1780
712,PAY-614748,Bank Transfer,2024-07-15,Completed,1379
713,PAY-454133,Apple Pay,2024-09-30,Failed,1745
714,PAY-628126,PayPal,2024-02-12,Pending,922
715,PAY-461568,Credit Card,2024-11-25,Pending,1982
716,PAY-286105,Bank Transfer,2024-01-27,Pending,1448
717,PAY-598383,PayPal,2024-10-22,Failed,604
718,PAY-766781,Bank Transfer,2024-05-18,Refunded,1754
719,PAY-756350,PayPal,2024-05-25,Failed,750
720,PAY-637219,Apple Pay,2024-12-30,Failed,1587
721,PAY-621839,Credit Card,2024-07-01,Pending,1881
722,PAY-524317,Apple Pay,2024-06-24,Failed,336
723,PAY-336501,Credit Card,2024-10-25,Completed,1919
724,PAY-897089,PayPal,2024-04-25,Pending,1591
725,PAY-543363,PayPal,2024-04-28,Failed,195
726,PAY-799763,Credit Card,2024-03-31,Refunded,188
727,PAY-674851,Apple Pay,2024-05-25,Completed,176
728,PAY-513450,PayPal,2024-01-15,Pending,1687
729,PAY-736429,Debit Card,2024-08-23,Failed,1755
730,PAY-215154,Apple Pay,2024-02-12,Completed,759
731,PAY-475410,Bank Transfer,2024-08-29,Failed,556
732,PAY-787930,PayPal,2024-07-06,Refunded,910
733,PAY-125623,PayPal,2024-11-08,Pending,1877
734,PAY-356817,Apple Pay,2024-01-05,Pending,1627
735,PAY-624792,Apple Pay,2024-07-06,Refunded,811
736,PAY-378462,Bank Transfer,2024-04-27,Refunded,419
737,PAY-542904,Debit Card,2024-04-25,Failed,188
738,PAY-488589,PayPal,2024-06-17,Pending,49
739,PAY-815715,Apple Pay,2024-02-02,Completed,1227
740,PAY-939670,Apple Pay,2024-02-16,Pending,1456
741,PAY-899681,Bank Transfer,2024-04-03,Refunded,1589
742,PAY-924131,Apple Pay,2024-10-04,Failed,1087
743,PAY-819416,Bank Transfer,2024-02-24,Pending,1749
744,PAY-827363,PayPal,2024-08-01,Completed,129
745,PAY-577700,Debit Card,2024-09-14,Pending,820
746,PAY-345325,Apple Pay,2024-10-26,Failed,540
747,PAY-284650,Bank Transfer,2024-07-31,Failed,1316
748,PAY-850062,PayPal,2024-06-30,Pending,397
749,PAY-501052,Debit Card,2024-02-08,Pending,351
750,PAY-622984,Apple Pay,2024-06-24,Completed,471
751,PAY-916289,Credit Card,2024-08-14,Failed,696
752,PAY-730666,Credit Card,2024-04-30,Refunded,420
753,PAY-838795,Credit Card,2024-10-01,Completed,1565
754,PAY-164175,Bank Transfer,2024-05-27,Failed,1706
755,PAY-633202,Apple Pay,2024-09-15,Failed,1383
756,PAY-439425,Credit Card,2024-11-13,Failed,561
757,PAY-938900,Apple Pay,2024-06-06,Refunded,1945
758,PAY-731689,PayPal,2024-11-29,Refunded,1403
759,PAY-347681,PayPal,2024-11-10,Refunded,205
760,PAY-236000,Credit Card,2024-12-07,Failed,1615
761,PAY-414972,Credit Card,2024-04-25,Refunded,568
762,PAY-827325,Debit Card,2024-09-28,Completed,1593
763,PAY-555123,PayPal,2024-09-06,Failed,624
764,PAY-250592,PayPal,2024-10-07,Refunded,1725
765,PAY-269671,Debit Card,2024-02-02,Pending,1501
766,PAY-690417,Debit Card,2024-05-06,Pending,1862
767,PAY-904518,Debit Card,2024-07-24,Refunded,699
768,PAY-579615,Debit Card,2024-06-10,Pending,793
769,PAY-248756,PayPal,2024-03-29,Refunded,1716
770,PAY-381048,Bank Transfer,2024-07-19,Completed,448
771,PAY-251856,Debit Card,2024-09-23,Failed,436
772,PAY-854259,Apple Pay,2024-11-05,Failed,1580
773,PAY-599838,Credit Card,2024-11-28,Pending,432
774,PAY-538245,Apple Pay,2024-11-08,Completed,1626
775,PAY-165572,Debit Card,2024-05-06,Failed,1833
776,PAY-969364,Credit Card,2024-03-30,Pending,898
777,PAY-849400,Apple Pay,2024-05-02,Failed,1592
778,PAY-477924,PayPal,2024-06-15,Refunded,1769
779,PAY-630148,Bank Transfer,2024-02-01,Pending,449
780,PAY-271754,Debit Card,2024-11-03,Failed,1856
781,PAY-177580,Debit Card,2024-10-09,Failed,1888
782,PAY-518001,Credit Card,2024-05-16,Failed,1939
783,PAY-779597,Apple Pay,2024-12-15,Failed,1511
784,PAY-945975,Credit Card,2024-04-17,Failed,1384
785,PAY-807264,Debit Card,2024-05-30,Refunded,82
786,PAY-254476,Debit Card,2024-06-06,Pending,1748
787,PAY-689421,PayPal,2024-06-05,Completed,816
788,PAY-546739,PayPal,2024-07-17,Completed,981
789,PAY-741088,PayPal,2024-09-22,Failed,461
790,PAY-392974,PayPal,2024-04-04,Refunded,1388
791,PAY-672815,Apple Pay,2024-05-19,Completed,1320
792,PAY-663233,Debit Card,2024-10-12,Pending,318
793,PAY-407088,PayPal,2024-11-29,Refunded,61
794,PAY-198462,Credit Card,2024-06-28,Refunded,1601
795,PAY-206191,PayPal,2024-10-10,Pending,572
796,PAY-955624,Bank Transfer,2024-11-25,Refunded,383
797,PAY-969972,PayPal,2024-12-22,Refunded,146
798,PAY-869280,PayPal,2024-04-10,Completed,590
799,PAY-602155,Credit Card,2024-04-13,Completed,1985
800,PAY-492547,PayPal,2024-11-15,Completed,1589
801,PAY-545860,Bank Transfer,2024-04-26,Failed,985
802,PAY-657843,Credit Card,2024-10-24,Completed,1615
803,PAY-934922,Apple Pay,2024-11-27,Refunded,1741
804,PAY-883970,Bank Transfer,2024-08-27,Pending,875
805,PAY-381011,Debit Card,2024-09-23,Failed,127
806,PAY-206324,Debit Card,2024-02-03,Refunded,1645
807,PAY-869406,Apple Pay,2024-01-13,Pending,1831
808,PAY-805965,Bank Transfer,2024-07-30,Completed,311
809,PAY-212527,Apple Pay,2024-07-24,Failed,1746
810,PAY-620104,Credit Card,2024-11-30,Pending,1941
811,PAY-574087,Apple Pay,2024-03-27,Pending,213
812,PAY-459501,Bank Transfer,2024-11-15,Pending,731
813,PAY-877369,Bank Transfer,2024-06-05,Failed,170
814,PAY-982438,PayPal,2024-03-13,Completed,646
815,PAY-335049,Apple Pay,2024-10-23,Pending,924
816,PAY-538559,Apple Pay,2024-11-07,Failed,694
817,PAY-320786,Credit Card,2024-04-09,Refunded,1986
818,PAY-859834,Debit Card,2024-10-10,Refunded,1861
819,PAY-775968,PayPal,2024-12-03,Pending,1226
820,PAY-701763,Bank Transfer,2024-05-14,Completed,489
821,PAY-306035,Debit Card,2024-02-10,Failed,378
822,PAY-935582,Apple Pay,2024-05-07,Refunded,560
823,PAY-611436,Debit Card,2024-12-25,Pending,725
824,PAY-564369,Credit Card,2024-03-04,Refunded,1597
825,PAY-295929,Debit Card,2024-10-17,Refunded,532
826,PAY-175725,Apple Pay,2024-10-09,Completed,553
827,PAY-277024,Debit Card,2024-02-09,Failed,1467
828,PAY-459086,Credit Card,2024-05-17,Refunded,1131
829,PAY-205311,Debit Card,2024-09-23,Refunded,516
830,PAY-356448,Debit Card,2024-04-25,Failed,1451
831,PAY-857729,Apple Pay,2024-12-25,Completed,1806
832,PAY-415909,Credit Card,2024-05-30,Completed,1968
833,PAY-818406,Credit Card,2024-05-13,Failed,75
834,PAY-557056,Bank Transfer,2024-05-26,Completed,209
835,PAY-245530,Debit Card,2024-07-23,Failed,1046
836,PAY-196134,Credit Card,2024-07-15,Refunded,1805
837,PAY-497004,Debit Card,2024-07-16,Refunded,711
838,PAY-245083,Apple Pay,2024-06-02,Completed,231
839,PAY-190721,Apple Pay,2024-09-11,Completed,1137
840,PAY-424143,Credit Card,2024-04-19,Completed,654
841,PAY-335455,Bank Transfer,2024-07-11,Completed,1098
842,PAY-406162,Bank Transfer,2024-02-10,Refunded,72
843,PAY-114079,Apple Pay,2024-02-16,Failed,1662
844,PAY-868570,Apple Pay,2024-01-06,Pending,200
845,PAY-448717,PayPal,2024-12-31,Failed,1269
846,PAY-392063,PayPal,2024-07-21,Pending,607
847,PAY-137979,Credit Card,2024-08-04,Pending,1064
848,PAY-248654,Debit Card,2024-04-19,Failed,539
849,PAY-708538,Bank Transfer,2024-06-14,Failed,1492
850,PAY-676212,Apple Pay,2024-06-03,Refunded,1727
851,PAY-659719,Credit Card,2024-01-21,Completed,161
852,PAY-963627,PayPal,2024-05-17,Failed,1972
853,PAY-798528,PayPal,2024-09-18,Completed,1153
854,PAY-565818,PayPal,2024-03-28,Completed,756
855,PAY-385213,Credit Card,2024-01-13,Refunded,745
856,PAY-399143,Apple Pay,2024-02-09,Failed,673
857,PAY-896431,Credit Card,2024-01-08,Pending,1617
858,PAY-347360,Credit Card,2024-10-16,Completed,413
859,PAY-880004,Apple Pay,2024-03-23,Pending,1566
860,PAY-946930,Credit Card,2024-03-21,Refunded,1066
861,PAY-239849,Apple Pay,2024-01-31,Refunded,1069
862,PAY-808092,Bank Transfer,2024-02-22,Failed,1893
863,PAY-327941,Credit Card,2024-05-04,Pending,1951
864,PAY-557639,PayPal,2024-09-28,Refunded,227
865,PAY-801810,PayPal,2024-06-29,Pending,1328
866,PAY-775815,PayPal,2024-04-02,Completed,1473
867,PAY-243926,Apple Pay,2024-01-20,Completed,479
868,PAY-411284,Apple Pay,2024-09-03,Failed,440
869,PAY-456216,Bank Transfer,2024-04-01,Refunded,1328
870,PAY-534165,PayPal,2024-02-11,Failed,356
871,PAY-231091,Bank Transfer,2024-07-16,Pending,844
872,PAY-128541,Bank Transfer,2024-07-08,Failed,853
873,PAY-488149,Bank Transfer,2024-05-07,Completed,727
874,PAY-104509,Bank Transfer,2024-01-12,Refunded,747
875,PAY-123145,PayPal,2024-06-15,Failed,1526
876,PAY-667498,Bank Transfer,2024-07-24,Pending,1892
877,PAY-244994,Credit Card,2024-05-30,Completed,1509
878,PAY-943107,Bank Transfer,2024-03-26,Pending,1080
879,PAY-485515,Bank Transfer,2024-09-04,Pending,1095
880,PAY-504270,Debit Card,2024-10-06,Failed,678
881,PAY-869774,Credit Card,2024-12-30,Pending,343
882,PAY-338546,PayPal,2024-08-03,Failed,19
883,PAY-137710,Apple Pay,2024-01-17,Pending,340
884,PAY-267624,Debit Card,2024-09-26,Failed,853
885,PAY-614825,PayPal,2024-05-09,Failed,703
886,PAY-753000,Credit Card,2024-08-01,Completed,142
887,PAY-515128,Apple Pay,2024-03-20,Pending,1316
888,PAY-208980,PayPal,2024-02-17,Completed,1975
889,PAY-769749,Credit Card,2024-09-24,Failed,689
890,PAY-677705,Bank Transfer,2024-10-03,Refunded,373
891,PAY-932193,PayPal,2024-04-09,Completed,1443
892,PAY-167642,Credit Card,2024-05-28,Failed,625
893,PAY-261603,PayPal,2024-07-14,Completed,737
894,PAY-298267,Debit Card,2024-09-02,Refunded,1491
895,PAY-434341,Debit Card,2024-08-23,Pending,922
896,PAY-138534,Apple Pay,2024-07-12,Failed,472
897,PAY-526880,Apple Pay,2024-06-22,Refunded,1188
898,PAY-777722,Debit Card,2024-06-09,Completed,1241
899,PAY-649334,PayPal,2024-11-21,Pending,1380
900,PAY-796395,PayPal,2024-12-29,Pending,1410
901,PAY-762789,Apple Pay,2024-02-19,Refunded,1431
902,PAY-483514,Debit Card,2024-02-28,Pending,1376
903,PAY-242664,PayPal,2024-05-11,Refunded,1252
904,PAY-336658,Apple Pay,2024-03-17,Refunded,1688
905,PAY-137077,PayPal,2024-01-03,Refunded,1865
906,PAY-473872,Debit Card,2024-08-17,Completed,25
907,PAY-357307,PayPal,2024-08-23,Failed,1165
908,PAY-738684,Bank Transfer,2024-09-26,Refunded,1038
909,PAY-477978,PayPal,2024-10-25,Completed,127
910,PAY-193073,Debit Card,2024-07-04,Refunded,1254
911,PAY-232593,Apple Pay,2024-01-10,Pending,448
912,PAY-843915,Apple Pay,2024-07-20,Pending,15
913,PAY-198722,Debit Card,2024-08-21,Pending,373
914,PAY-434581,Credit Card,2024-02-08,Pending,1987
915,PAY-477161,Debit Card,2024-11-11,Refunded,1255
916,PAY-524316,Apple Pay,2024-11-06,Pending,606
917,PAY-696583,Debit Card,2024-10-24,Completed,1202
918,PAY-279578,Bank Transfer,2024-07-05,Refunded,1103
919,PAY-673312,PayPal,2024-06-15,Pending,651
920,PAY-426144,Credit Card,2024-06-08,Failed,393
921,PAY-600239,Credit Card,2024-09-02,Completed,88
922,PAY-110332,PayPal,2024-06-14,Failed,951
923,PAY-226484,Credit Card,2024-10-24,Refunded,1066
924,PAY-436814,Bank Transfer,2024-07-09,Completed,836
925,PAY-811075,Bank Transfer,2024-05-20,Failed,1683
926,PAY-322182,Credit Card,2024-12-05,Pending,374
927,PAY-820360,Debit Card,2024-12-22,Refunded,1091
928,PAY-537521,PayPal,2024-04-25,Pending,172
929,PAY-150872,Credit Card,2024-07-27,Completed,653
930,PAY-579790,Apple Pay,2024-06-02,Refunded,1740
931,PAY-684681,PayPal,2024-05-20,Refunded,1276
932,PAY-916226,Debit Card,2024-01-07,Failed,196
933,PAY-532001,PayPal,2024-12-07,Failed,381
934,PAY-165778,Debit Card,2024-10-27,Refunded,1329
935,PAY-563025,PayPal,2024-02-23,Pending,885
936,PAY-905643,Apple Pay,2024-08-05,Completed,1669
937,PAY-695159,Apple Pay,2024-06-12,Completed,920
938,PAY-957995,Bank Transfer,2024-12-20,Refunded,1057
939,PAY-145894,PayPal,2024-08-01,Pending,1204
940,PAY-608428,PayPal,2024-10-09,Completed,972
941,PAY-241599,PayPal,2024-02-10,Pending,1624
942,PAY-163511,Credit Card,2024-03-02,Pending,1968
943,PAY-859006,Debit Card,2024-12-15,Refunded,653
944,PAY-327786,Credit Card,2024-02-26,Refunded,29
945,PAY-153564,Bank Transfer,2024-11-17,Pending,1183
946,PAY-950310,Bank Transfer,2024-08-14,Failed,1687
947,PAY-844887,Credit Card,2024-04-10,Completed,1051
948,PAY-552570,Debit Card,2024-06-15,Completed,808
949,PAY-618669,Debit Card,2024-07-08,Refunded,1733
950,PAY-432390,Debit Card,2024-12-22,Failed,431
951,PAY-145954,Credit Card,2024-12-16,Failed,787
952,PAY-625213,Debit Card,2024-07-14,Refunded,96
953,PAY-640845,Apple Pay,2024-07-03,Pending,44
954,PAY-716797,Debit Card,2024-08-03,Completed,1371
955,PAY-660632,Debit Card,2024-06-28,Failed,983
956,PAY-487391,Apple Pay,2024-12-20,Pending,581
957,PAY-433535,Debit Card,2024-07-08,Pending,876
